Entity ID,Acquisition Date,Publication Date,Resolution,Date Updated,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID
SRTM1N42E096V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 06:25:58.699678-05,43°00'00"N,96°00'00"E,43°00'00"N,97°00'00"E,42°00'00"N,97°00'00"E,42°00'00"N,96°00'00"E,43,96,43,97,42,97,42,96,SRTM1N42E096V3,SRTM1N42E096V3
SRTM1N42E097V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 06:25:58.699678-05,43°00'00"N,97°00'00"E,43°00'00"N,98°00'00"E,42°00'00"N,98°00'00"E,42°00'00"N,97°00'00"E,43,97,43,98,42,98,42,97,SRTM1N42E097V3,SRTM1N42E097V3
SRTM1N42E098V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.167221-05,43°00'00"N,98°00'00"E,43°00'00"N,99°00'00"E,42°00'00"N,99°00'00"E,42°00'00"N,98°00'00"E,43,98,43,99,42,99,42,98,SRTM1N42E098V3,SRTM1N42E098V3
SRTM1N42E099V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 06:25:58.699678-05,43°00'00"N,99°00'00"E,43°00'00"N,100°00'00"E,42°00'00"N,100°00'00"E,42°00'00"N,99°00'00"E,43,99,43,100,42,100,42,99,SRTM1N42E099V3,SRTM1N42E099V3
SRTM1N42E100V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.167221-05,43°00'00"N,100°00'00"E,43°00'00"N,101°00'00"E,42°00'00"N,101°00'00"E,42°00'00"N,100°00'00"E,43,100,43,101,42,101,42,100,SRTM1N42E100V3,SRTM1N42E100V3
SRTM1N42E101V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 03:57:12.672229-05,43°00'00"N,101°00'00"E,43°00'00"N,102°00'00"E,42°00'00"N,102°00'00"E,42°00'00"N,101°00'00"E,43,101,43,102,42,102,42,101,SRTM1N42E101V3,SRTM1N42E101V3
SRTM1N42E102V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 03:57:12.672229-05,43°00'00"N,102°00'00"E,43°00'00"N,103°00'00"E,42°00'00"N,103°00'00"E,42°00'00"N,102°00'00"E,43,102,43,103,42,103,42,102,SRTM1N42E102V3,SRTM1N42E102V3
SRTM1N42E103V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 03:57:12.672229-05,43°00'00"N,103°00'00"E,43°00'00"N,104°00'00"E,42°00'00"N,104°00'00"E,42°00'00"N,103°00'00"E,43,103,43,104,42,104,42,103,SRTM1N42E103V3,SRTM1N42E103V3
SRTM1N42E104V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 03:57:12.672229-05,43°00'00"N,104°00'00"E,43°00'00"N,105°00'00"E,42°00'00"N,105°00'00"E,42°00'00"N,104°00'00"E,43,104,43,105,42,105,42,104,SRTM1N42E104V3,SRTM1N42E104V3
SRTM1N42E105V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 19:47:47.401611-05,43°00'00"N,105°00'00"E,43°00'00"N,106°00'00"E,42°00'00"N,106°00'00"E,42°00'00"N,105°00'00"E,43,105,43,106,42,106,42,105,SRTM1N42E105V3,SRTM1N42E105V3
SRTM1N42E106V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.539245-05,43°00'00"N,106°00'00"E,43°00'00"N,107°00'00"E,42°00'00"N,107°00'00"E,42°00'00"N,106°00'00"E,43,106,43,107,42,107,42,106,SRTM1N42E106V3,SRTM1N42E106V3
SRTM1N42E107V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.539245-05,43°00'00"N,107°00'00"E,43°00'00"N,108°00'00"E,42°00'00"N,108°00'00"E,42°00'00"N,107°00'00"E,43,107,43,108,42,108,42,107,SRTM1N42E107V3,SRTM1N42E107V3
SRTM1N42E108V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 03:57:12.672229-05,43°00'00"N,108°00'00"E,43°00'00"N,109°00'00"E,42°00'00"N,109°00'00"E,42°00'00"N,108°00'00"E,43,108,43,109,42,109,42,108,SRTM1N42E108V3,SRTM1N42E108V3
SRTM1N42E109V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.539245-05,43°00'00"N,109°00'00"E,43°00'00"N,110°00'00"E,42°00'00"N,110°00'00"E,42°00'00"N,109°00'00"E,43,109,43,110,42,110,42,109,SRTM1N42E109V3,SRTM1N42E109V3
SRTM1N42E110V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.539245-05,43°00'00"N,110°00'00"E,43°00'00"N,111°00'00"E,42°00'00"N,111°00'00"E,42°00'00"N,110°00'00"E,43,110,43,111,42,111,42,110,SRTM1N42E110V3,SRTM1N42E110V3
SRTM1N42E111V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.539245-05,43°00'00"N,111°00'00"E,43°00'00"N,112°00'00"E,42°00'00"N,112°00'00"E,42°00'00"N,111°00'00"E,43,111,43,112,42,112,42,111,SRTM1N42E111V3,SRTM1N42E111V3
SRTM1N42E112V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.539245-05,43°00'00"N,112°00'00"E,43°00'00"N,113°00'00"E,42°00'00"N,113°00'00"E,42°00'00"N,112°00'00"E,43,112,43,113,42,113,42,112,SRTM1N42E112V3,SRTM1N42E112V3
SRTM1N42E113V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 19:47:47.401611-05,43°00'00"N,113°00'00"E,43°00'00"N,114°00'00"E,42°00'00"N,114°00'00"E,42°00'00"N,113°00'00"E,43,113,43,114,42,114,42,113,SRTM1N42E113V3,SRTM1N42E113V3
SRTM1N42E114V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 19:47:47.401611-05,43°00'00"N,114°00'00"E,43°00'00"N,115°00'00"E,42°00'00"N,115°00'00"E,42°00'00"N,114°00'00"E,43,114,43,115,42,115,42,114,SRTM1N42E114V3,SRTM1N42E114V3
SRTM1N42E115V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 19:47:47.401611-05,43°00'00"N,115°00'00"E,43°00'00"N,116°00'00"E,42°00'00"N,116°00'00"E,42°00'00"N,115°00'00"E,43,115,43,116,42,116,42,115,SRTM1N42E115V3,SRTM1N42E115V3
SRTM1N42E116V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 19:47:47.401611-05,43°00'00"N,116°00'00"E,43°00'00"N,117°00'00"E,42°00'00"N,117°00'00"E,42°00'00"N,116°00'00"E,43,116,43,117,42,117,42,116,SRTM1N42E116V3,SRTM1N42E116V3
SRTM1N42E117V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:42.143041-05,43°00'00"N,117°00'00"E,43°00'00"N,118°00'00"E,42°00'00"N,118°00'00"E,42°00'00"N,117°00'00"E,43,117,43,118,42,118,42,117,SRTM1N42E117V3,SRTM1N42E117V3
SRTM1N42E118V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 19:47:47.401611-05,43°00'00"N,118°00'00"E,43°00'00"N,119°00'00"E,42°00'00"N,119°00'00"E,42°00'00"N,118°00'00"E,43,118,43,119,42,119,42,118,SRTM1N42E118V3,SRTM1N42E118V3
SRTM1N42E119V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 19:47:47.401611-05,43°00'00"N,119°00'00"E,43°00'00"N,120°00'00"E,42°00'00"N,120°00'00"E,42°00'00"N,119°00'00"E,43,119,43,120,42,120,42,119,SRTM1N42E119V3,SRTM1N42E119V3
SRTM1N42E120V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:42.143041-05,43°00'00"N,120°00'00"E,43°00'00"N,121°00'00"E,42°00'00"N,121°00'00"E,42°00'00"N,120°00'00"E,43,120,43,121,42,121,42,120,SRTM1N42E120V3,SRTM1N42E120V3
SRTM1N42E121V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 19:47:47.401611-05,43°00'00"N,121°00'00"E,43°00'00"N,122°00'00"E,42°00'00"N,122°00'00"E,42°00'00"N,121°00'00"E,43,121,43,122,42,122,42,121,SRTM1N42E121V3,SRTM1N42E121V3
SRTM1N42E122V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.395055-05,43°00'00"N,122°00'00"E,43°00'00"N,123°00'00"E,42°00'00"N,123°00'00"E,42°00'00"N,122°00'00"E,43,122,43,123,42,123,42,122,SRTM1N42E122V3,SRTM1N42E122V3
SRTM1N42E123V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.539245-05,43°00'00"N,123°00'00"E,43°00'00"N,124°00'00"E,42°00'00"N,124°00'00"E,42°00'00"N,123°00'00"E,43,123,43,124,42,124,42,123,SRTM1N42E123V3,SRTM1N42E123V3
SRTM1N42E124V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.539245-05,43°00'00"N,124°00'00"E,43°00'00"N,125°00'00"E,42°00'00"N,125°00'00"E,42°00'00"N,124°00'00"E,43,124,43,125,42,125,42,124,SRTM1N42E124V3,SRTM1N42E124V3
SRTM1N42E125V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:42.143041-05,43°00'00"N,125°00'00"E,43°00'00"N,126°00'00"E,42°00'00"N,126°00'00"E,42°00'00"N,125°00'00"E,43,125,43,126,42,126,42,125,SRTM1N42E125V3,SRTM1N42E125V3
SRTM1N42E126V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:42.143041-05,43°00'00"N,126°00'00"E,43°00'00"N,127°00'00"E,42°00'00"N,127°00'00"E,42°00'00"N,126°00'00"E,43,126,43,127,42,127,42,126,SRTM1N42E126V3,SRTM1N42E126V3
SRTM1N42E127V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:42.143041-05,43°00'00"N,127°00'00"E,43°00'00"N,128°00'00"E,42°00'00"N,128°00'00"E,42°00'00"N,127°00'00"E,43,127,43,128,42,128,42,127,SRTM1N42E127V3,SRTM1N42E127V3
SRTM1N42E128V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:42.143041-05,43°00'00"N,128°00'00"E,43°00'00"N,129°00'00"E,42°00'00"N,129°00'00"E,42°00'00"N,128°00'00"E,43,128,43,129,42,129,42,128,SRTM1N42E128V3,SRTM1N42E128V3
SRTM1N42E129V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:42.143041-05,43°00'00"N,129°00'00"E,43°00'00"N,130°00'00"E,42°00'00"N,130°00'00"E,42°00'00"N,129°00'00"E,43,129,43,130,42,130,42,129,SRTM1N42E129V3,SRTM1N42E129V3
SRTM1N42E130V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:42.143041-05,43°00'00"N,130°00'00"E,43°00'00"N,131°00'00"E,42°00'00"N,131°00'00"E,42°00'00"N,130°00'00"E,43,130,43,131,42,131,42,130,SRTM1N42E130V3,SRTM1N42E130V3
SRTM1N42E131V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:42.143041-05,43°00'00"N,131°00'00"E,43°00'00"N,132°00'00"E,42°00'00"N,132°00'00"E,42°00'00"N,131°00'00"E,43,131,43,132,42,132,42,131,SRTM1N42E131V3,SRTM1N42E131V3
SRTM1N42E132V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:42.143041-05,43°00'00"N,132°00'00"E,43°00'00"N,133°00'00"E,42°00'00"N,133°00'00"E,42°00'00"N,132°00'00"E,43,132,43,133,42,133,42,132,SRTM1N42E132V3,SRTM1N42E132V3
SRTM1N42E133V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:42.143041-05,43°00'00"N,133°00'00"E,43°00'00"N,134°00'00"E,42°00'00"N,134°00'00"E,42°00'00"N,133°00'00"E,43,133,43,134,42,134,42,133,SRTM1N42E133V3,SRTM1N42E133V3
SRTM1N42E134V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:42.143041-05,43°00'00"N,134°00'00"E,43°00'00"N,135°00'00"E,42°00'00"N,135°00'00"E,42°00'00"N,134°00'00"E,43,134,43,135,42,135,42,134,SRTM1N42E134V3,SRTM1N42E134V3
SRTM1N42E139V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.395055-05,43°00'00"N,139°00'00"E,43°00'00"N,140°00'00"E,42°00'00"N,140°00'00"E,42°00'00"N,139°00'00"E,43,139,43,140,42,140,42,139,SRTM1N42E139V3,SRTM1N42E139V3
SRTM1N42E140V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 11:37:30.06155-05,43°00'00"N,140°00'00"E,43°00'00"N,141°00'00"E,42°00'00"N,141°00'00"E,42°00'00"N,140°00'00"E,43,140,43,141,42,141,42,140,SRTM1N42E140V3,SRTM1N42E140V3
SRTM1N42E141V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 11:37:30.06155-05,43°00'00"N,141°00'00"E,43°00'00"N,142°00'00"E,42°00'00"N,142°00'00"E,42°00'00"N,141°00'00"E,43,141,43,142,42,142,42,141,SRTM1N42E141V3,SRTM1N42E141V3
SRTM1N42E142V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:42.143041-05,43°00'00"N,142°00'00"E,43°00'00"N,143°00'00"E,42°00'00"N,143°00'00"E,42°00'00"N,142°00'00"E,43,142,43,143,42,143,42,142,SRTM1N42E142V3,SRTM1N42E142V3
SRTM1N42E143V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 11:37:30.06155-05,43°00'00"N,143°00'00"E,43°00'00"N,144°00'00"E,42°00'00"N,144°00'00"E,42°00'00"N,143°00'00"E,43,143,43,144,42,144,42,143,SRTM1N42E143V3,SRTM1N42E143V3
SRTM1N42E144V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.395055-05,43°00'00"N,144°00'00"E,43°00'00"N,145°00'00"E,42°00'00"N,145°00'00"E,42°00'00"N,144°00'00"E,43,144,43,145,42,145,42,144,SRTM1N42E144V3,SRTM1N42E144V3
SRTM1N42E145V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.395055-05,43°00'00"N,145°00'00"E,43°00'00"N,146°00'00"E,42°00'00"N,146°00'00"E,42°00'00"N,145°00'00"E,43,145,43,146,42,146,42,145,SRTM1N42E145V3,SRTM1N42E145V3
SRTM1N42W001V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.687584-05,43°00'00"N,1°00'00"W,43°00'00"N,0°00'00"E,42°00'00"N,0°00'00"E,42°00'00"N,1°00'00"W,43,-1,43,0,42,0,42,-1,SRTM1N42W001V3,SRTM1N42W001V3
SRTM1N42W002V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,43°00'00"N,2°00'00"W,43°00'00"N,1°00'00"W,42°00'00"N,1°00'00"W,42°00'00"N,2°00'00"W,43,-2,43,-1,42,-1,42,-2,SRTM1N42W002V3,SRTM1N42W002V3
SRTM1N42W003V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.687584-05,43°00'00"N,3°00'00"W,43°00'00"N,2°00'00"W,42°00'00"N,2°00'00"W,42°00'00"N,3°00'00"W,43,-3,43,-2,42,-2,42,-3,SRTM1N42W003V3,SRTM1N42W003V3
SRTM1N42W004V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,43°00'00"N,4°00'00"W,43°00'00"N,3°00'00"W,42°00'00"N,3°00'00"W,42°00'00"N,4°00'00"W,43,-4,43,-3,42,-3,42,-4,SRTM1N42W004V3,SRTM1N42W004V3
SRTM1N42W005V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,43°00'00"N,5°00'00"W,43°00'00"N,4°00'00"W,42°00'00"N,4°00'00"W,42°00'00"N,5°00'00"W,43,-5,43,-4,42,-4,42,-5,SRTM1N42W005V3,SRTM1N42W005V3
SRTM1N42W006V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,43°00'00"N,6°00'00"W,43°00'00"N,5°00'00"W,42°00'00"N,5°00'00"W,42°00'00"N,6°00'00"W,43,-6,43,-5,42,-5,42,-6,SRTM1N42W006V3,SRTM1N42W006V3
SRTM1N42W007V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,43°00'00"N,7°00'00"W,43°00'00"N,6°00'00"W,42°00'00"N,6°00'00"W,42°00'00"N,7°00'00"W,43,-7,43,-6,42,-6,42,-7,SRTM1N42W007V3,SRTM1N42W007V3
SRTM1N42W008V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,43°00'00"N,8°00'00"W,43°00'00"N,7°00'00"W,42°00'00"N,7°00'00"W,42°00'00"N,8°00'00"W,43,-8,43,-7,42,-7,42,-8,SRTM1N42W008V3,SRTM1N42W008V3
SRTM1N42W009V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,43°00'00"N,9°00'00"W,43°00'00"N,8°00'00"W,42°00'00"N,8°00'00"W,42°00'00"N,9°00'00"W,43,-9,43,-8,42,-8,42,-9,SRTM1N42W009V3,SRTM1N42W009V3
SRTM1N42W010V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,43°00'00"N,10°00'00"W,43°00'00"N,9°00'00"W,42°00'00"N,9°00'00"W,42°00'00"N,10°00'00"W,43,-10,43,-9,42,-9,42,-10,SRTM1N42W010V3,SRTM1N42W010V3
SRTM1N42W071V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,43°00'00"N,71°00'00"W,43°00'00"N,70°00'00"W,42°00'00"N,70°00'00"W,42°00'00"N,71°00'00"W,43,-71,43,-70,42,-70,42,-71,SRTM1N42W071V3,SRTM1N42W071V3
SRTM1N42W072V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.273954-05,43°00'00"N,72°00'00"W,43°00'00"N,71°00'00"W,42°00'00"N,71°00'00"W,42°00'00"N,72°00'00"W,43,-72,43,-71,42,-71,42,-72,SRTM1N42W072V3,SRTM1N42W072V3
SRTM1N42W073V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,43°00'00"N,73°00'00"W,43°00'00"N,72°00'00"W,42°00'00"N,72°00'00"W,42°00'00"N,73°00'00"W,43,-73,43,-72,42,-72,42,-73,SRTM1N42W073V3,SRTM1N42W073V3
SRTM1N42W074V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,43°00'00"N,74°00'00"W,43°00'00"N,73°00'00"W,42°00'00"N,73°00'00"W,42°00'00"N,74°00'00"W,43,-74,43,-73,42,-73,42,-74,SRTM1N42W074V3,SRTM1N42W074V3
SRTM1N42W075V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.673719-05,43°00'00"N,75°00'00"W,43°00'00"N,74°00'00"W,42°00'00"N,74°00'00"W,42°00'00"N,75°00'00"W,43,-75,43,-74,42,-74,42,-75,SRTM1N42W075V3,SRTM1N42W075V3
SRTM1N42W076V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.673719-05,43°00'00"N,76°00'00"W,43°00'00"N,75°00'00"W,42°00'00"N,75°00'00"W,42°00'00"N,76°00'00"W,43,-76,43,-75,42,-75,42,-76,SRTM1N42W076V3,SRTM1N42W076V3
SRTM1N42W077V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.673719-05,43°00'00"N,77°00'00"W,43°00'00"N,76°00'00"W,42°00'00"N,76°00'00"W,42°00'00"N,77°00'00"W,43,-77,43,-76,42,-76,42,-77,SRTM1N42W077V3,SRTM1N42W077V3
SRTM1N42W078V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.673719-05,43°00'00"N,78°00'00"W,43°00'00"N,77°00'00"W,42°00'00"N,77°00'00"W,42°00'00"N,78°00'00"W,43,-78,43,-77,42,-77,42,-78,SRTM1N42W078V3,SRTM1N42W078V3
SRTM1N42W079V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.673719-05,43°00'00"N,79°00'00"W,43°00'00"N,78°00'00"W,42°00'00"N,78°00'00"W,42°00'00"N,79°00'00"W,43,-79,43,-78,42,-78,42,-79,SRTM1N42W079V3,SRTM1N42W079V3
SRTM1N42W080V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:41.673719-05,43°00'00"N,80°00'00"W,43°00'00"N,79°00'00"W,42°00'00"N,79°00'00"W,42°00'00"N,80°00'00"W,43,-80,43,-79,42,-79,42,-80,SRTM1N42W080V3,SRTM1N42W080V3
SRTM1N42W081V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,43°00'00"N,81°00'00"W,43°00'00"N,80°00'00"W,42°00'00"N,80°00'00"W,42°00'00"N,81°00'00"W,43,-81,43,-80,42,-80,42,-81,SRTM1N42W081V3,SRTM1N42W081V3
SRTM1N42W082V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,43°00'00"N,82°00'00"W,43°00'00"N,81°00'00"W,42°00'00"N,81°00'00"W,42°00'00"N,82°00'00"W,43,-82,43,-81,42,-81,42,-82,SRTM1N42W082V3,SRTM1N42W082V3
SRTM1N42W083V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,43°00'00"N,83°00'00"W,43°00'00"N,82°00'00"W,42°00'00"N,82°00'00"W,42°00'00"N,83°00'00"W,43,-83,43,-82,42,-82,42,-83,SRTM1N42W083V3,SRTM1N42W083V3
SRTM1N42W084V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,43°00'00"N,84°00'00"W,43°00'00"N,83°00'00"W,42°00'00"N,83°00'00"W,42°00'00"N,84°00'00"W,43,-84,43,-83,42,-83,42,-84,SRTM1N42W084V3,SRTM1N42W084V3
SRTM1N42W085V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,43°00'00"N,85°00'00"W,43°00'00"N,84°00'00"W,42°00'00"N,84°00'00"W,42°00'00"N,85°00'00"W,43,-85,43,-84,42,-84,42,-85,SRTM1N42W085V3,SRTM1N42W085V3
SRTM1N42W086V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,43°00'00"N,86°00'00"W,43°00'00"N,85°00'00"W,42°00'00"N,85°00'00"W,42°00'00"N,86°00'00"W,43,-86,43,-85,42,-85,42,-86,SRTM1N42W086V3,SRTM1N42W086V3
SRTM1N42W087V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,43°00'00"N,87°00'00"W,43°00'00"N,86°00'00"W,42°00'00"N,86°00'00"W,42°00'00"N,87°00'00"W,43,-87,43,-86,42,-86,42,-87,SRTM1N42W087V3,SRTM1N42W087V3
SRTM1N42W088V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,43°00'00"N,88°00'00"W,43°00'00"N,87°00'00"W,42°00'00"N,87°00'00"W,42°00'00"N,88°00'00"W,43,-88,43,-87,42,-87,42,-88,SRTM1N42W088V3,SRTM1N42W088V3
SRTM1N42W089V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 16:52:23.442054-05,43°00'00"N,89°00'00"W,43°00'00"N,88°00'00"W,42°00'00"N,88°00'00"W,42°00'00"N,89°00'00"W,43,-89,43,-88,42,-88,42,-89,SRTM1N42W089V3,SRTM1N42W089V3
SRTM1N42W090V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 16:52:23.442054-05,43°00'00"N,90°00'00"W,43°00'00"N,89°00'00"W,42°00'00"N,89°00'00"W,42°00'00"N,90°00'00"W,43,-90,43,-89,42,-89,42,-90,SRTM1N42W090V3,SRTM1N42W090V3
SRTM1N42W091V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 16:52:23.442054-05,43°00'00"N,91°00'00"W,43°00'00"N,90°00'00"W,42°00'00"N,90°00'00"W,42°00'00"N,91°00'00"W,43,-91,43,-90,42,-90,42,-91,SRTM1N42W091V3,SRTM1N42W091V3
SRTM1N42W092V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 16:52:23.442054-05,43°00'00"N,92°00'00"W,43°00'00"N,91°00'00"W,42°00'00"N,91°00'00"W,42°00'00"N,92°00'00"W,43,-92,43,-91,42,-91,42,-92,SRTM1N42W092V3,SRTM1N42W092V3
SRTM1N42W093V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 16:52:23.442054-05,43°00'00"N,93°00'00"W,43°00'00"N,92°00'00"W,42°00'00"N,92°00'00"W,42°00'00"N,93°00'00"W,43,-93,43,-92,42,-92,42,-93,SRTM1N42W093V3,SRTM1N42W093V3
SRTM1N42W094V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 16:52:23.442054-05,43°00'00"N,94°00'00"W,43°00'00"N,93°00'00"W,42°00'00"N,93°00'00"W,42°00'00"N,94°00'00"W,43,-94,43,-93,42,-93,42,-94,SRTM1N42W094V3,SRTM1N42W094V3
